area,header,class,method,method_line,method_static,method_status,matched_capi,triage,priority,next_phase,residual_kind,signature,note
include/gpu,include/gpu/GrBackendSurface.h,GrBackendTexture,setMutableState,142,no,missing,GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_getBackendFormat|GrBackendTexture_hasMipMaps|GrBackendTexture_hasMipmaps|GrBackendTexture_height|GrBackendTexture_isProtected,real_gap,P2,Phase 9 GPU,tracked,void setMutableState(const skgpu::MutableTextureState&);,Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/GrBackendSurface.h,GrBackendTexture,TestingOnly_Equals,142,yes,missing,GrBackendTexture_asHandle|GrBackendTexture_backend|GrBackendTexture_delete|GrBackendTexture_getBackendFormat|GrBackendTexture_hasMipMaps|GrBackendTexture_hasMipmaps|GrBackendTexture_height|GrBackendTexture_isProtected,na,P0,Phase 9 GPU,tracked,"static bool TestingOnly_Equals(const GrBackendTexture&, const GrBackendTexture&);",testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,dimensions,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,real_gap,P2,Phase 9 GPU,tracked,"SkISize dimensions() const { return {fWidth, fHeight}; }",Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,getMtlTextureInfo,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,real_gap,P2,Phase 9 GPU,tracked,bool getMtlTextureInfo(GrMtlTextureInfo*) const;,Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,getD3DTextureResourceInfo,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,na,P3,Phase 9 GPU,tracked,bool getD3DTextureResourceInfo(GrD3DTextureResourceInfo*) const;,Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,setD3DResourceState,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,na,P3,Phase 9 GPU,tracked,void setD3DResourceState(GrD3DResourceStateEnum);,Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,getMockRenderTargetInfo,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,real_gap,P2,Phase 9 GPU,tracked,bool getMockRenderTargetInfo(GrMockRenderTargetInfo*) const;,Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,setMutableState,289,no,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,real_gap,P2,Phase 9 GPU,tracked,void setMutableState(const skgpu::MutableTextureState&);,Phase 2: backend value wrapper/query API needed for GPU surface and texture interop
include/gpu,include/gpu/GrBackendSurface.h,GrBackendRenderTarget,TestingOnly_Equals,289,yes,missing,GrBackendRenderTarget_asHandle|GrBackendRenderTarget_backend|GrBackendRenderTarget_delete|GrBackendRenderTarget_getBackendFormat|GrBackendRenderTarget_height|GrBackendRenderTarget_isFramebufferOnly|GrBackendRenderTarget_isProtected|GrBackendRenderTarget_isValid,na,P0,Phase 9 GPU,tracked,"static bool TestingOnly_Equals(const GrBackendRenderTarget&, const GrBackendRenderTarget&);",testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrContextOptions.h,GrContextOptions,GrContextOptions,52,no,missing,,real_gap,P2,Phase 9 GPU,tracked,GrContextOptions() {},Phase 2: GPU backend/platform API candidate; expose behind matching feature guards after ownership review
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,~GrContextThreadSafeProxy,24,no,false_positive,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_createCharacterization|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,false_positive,P0,Phase 10,coverage_polish,~GrContextThreadSafeProxy();,"destructor/lifetime should be represented by wrapper release/delete API, not direct method binding"
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,priv,24,no,missing,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,na,P0,Phase 9 GPU,tracked,GrContextThreadSafeProxyPriv priv();,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrContextThreadSafeProxy.h,GrContextThreadSafeProxy,priv,24,no,missing,GrContextThreadSafeProxy_compressedBackendFormat|GrContextThreadSafeProxy_defaultBackendFormat|GrContextThreadSafeProxy_equals|GrContextThreadSafeProxy_isValid|GrContextThreadSafeProxy_maxSurfaceSampleCountForColorType|GrContextThreadSafeProxy_notEquals|GrContextThreadSafeProxy_release,na,P0,Phase 9 GPU,tracked,const GrContextThreadSafeProxyPriv priv() const;,testing/private helper is not part of stable C ABI surface
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeVulkan,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeVulkan(const GrVkBackendContext&, const GrContextOptions&);",Phase 2C: context-options wrapper is needed before exposing this factory overload
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeVulkan,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,static sk_sp<GrDirectContext> MakeVulkan(const GrVkBackendContext&);,Phase 2B: existing Reskia_GaneshContext_MakeMetal/MakeVulkan covers the simple backend factory shape; add alias or update coverage mapping
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMetal,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeMetal(const GrMtlBackendContext&, const GrContextOptions&);",Phase 2C: context-options wrapper is needed before exposing this factory overload
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMetal,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,static sk_sp<GrDirectContext> MakeMetal(const GrMtlBackendContext&);,Phase 2B: existing Reskia_GaneshContext_MakeMetal/MakeVulkan covers the simple backend factory shape; add alias or update coverage mapping
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMetal,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeMetal(void* device, void* queue, const GrContextOptions&);",Phase 2C: context-options wrapper is needed before exposing this factory overload
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMetal,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeMetal(void* device, void* queue);",Phase 2B: existing Reskia_GaneshContext_MakeMetal/MakeVulkan covers the simple backend factory shape; add alias or update coverage mapping
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeDirect3D,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,na,P3,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeDirect3D(const GrD3DBackendContext&, const GrContextOptions&);",Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeDirect3D,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,na,P3,Phase 9 GPU,tracked,static sk_sp<GrDirectContext> MakeDirect3D(const GrD3DBackendContext&);,Phase 2 later: Direct3D backend is not enabled in current Reskia platform/build plan
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMock,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"static sk_sp<GrDirectContext> MakeMock(const GrMockOptions*, const GrContextOptions&);",Phase 2B: add GrMockOptions wrapper and MakeMock helper to support backend-object smoke without native GPU
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,MakeMock,54,yes,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,static sk_sp<GrDirectContext> MakeMock(const GrMockOptions*);,Phase 2B: add GrMockOptions wrapper and MakeMock helper to support backend-object smoke without native GPU
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,resetGLTextureBindings,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,na,P3,Phase 9 GPU,tracked,void resetGLTextureBindings();,Phase 2 later: GL backend is not part of the current prioritized Ganesh/Graphite Metal/Vulkan path
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,wait,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool wait(int numSemaphores, const GrBackendSemaphore* waitSemaphores, bool deleteSemaphoresAfterWait = true);",Phase 2D: depends on GrBackendSemaphore wrapper and backend-specific semaphore ownership semantics
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool updateBackendTexture(const GrBackendTexture&, const SkColor4f& color, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool updateBackendTexture(const GrBackendTexture&, SkColorType skColorType, const SkColor4f& color, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool updateBackendTexture(const GrBackendTexture&, const SkPixmap srcData[], int numLevels, GrSurfaceOrigin = kTopLeft_GrSurfaceOrigin, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool updateBackendTexture(const GrBackendTexture& texture, const SkPixmap& srcData, GrSurfaceOrigin textureOrigin = kTopLeft_GrSurfaceOrigin, GrGpuFinishedProc finishedProc = nullptr, GrGpuFinishedContext finishedContext = nullptr) { return",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
include/gpu,include/gpu/GrDirectContext.h,GrDirectContext,updateBackendTexture,54,no,missing,GrDirectContext_abandonContext|GrDirectContext_abandoned|GrDirectContext_checkAsyncWorkCompletion|GrDirectContext_directContextID|GrDirectContext_dumpMemoryStatistics|GrDirectContext_flush|GrDirectContext_flushAndSubmit|GrDirectContext_freeGpuResources,real_gap,P1,Phase 9 GPU,tracked,"bool updateBackendTexture(const GrBackendTexture& texture, const SkPixmap srcData[], int numLevels, GrGpuFinishedProc finishedProc, GrGpuFinishedContext finishedContext);",Phase 5A: update overloads include GrGpuFinishedProc/Context and must use callback ownership policy
